Dist Code,Year,State Code,State Name,Dist Name,Annual_Evapotranspiration (mm),Annual_Precipitation (mm),NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
919,2006,2,Bihar,Nawada,809.48,887.44,13353,86.5,129.99,95.66,1755,11.4,17.09,12.57,325,2.1,3.16,2.33,15433,150.24,110.56
919,2007,2,Bihar,Nawada,783.49,979.97,4231,79.7,40.73,28.75,920,17.3,8.86,6.25,160,3,1.54,1.09,5311,51.13,36.09
919,2008,2,Bihar,Nawada,800.38,1022.76,14219,76.9,135.9,95.49,3105,16.8,29.68,20.85,1174,6.3,11.22,7.88,18498,176.79,124.23
919,2009,2,Bihar,Nawada,698.25,740.84,12574,78.8,125.64,100.55,2478,15.5,24.76,19.82,898,5.6,8.97,7.18,15950,159.37,127.55
919,2010,2,Bihar,Nawada,716.51,746.93,11176,78.8,105.26,86.51,2219,15.7,20.9,17.18,783,5.5,7.37,6.06,14178,133.53,109.75
919,2011,2,Bihar,Nawada,794.45,1216.09,13858,84.4,129.33,101.46,1912,11.6,17.84,14,647,3.9,6.04,4.74,16417,153.22,120.19
919,2012,2,Bihar,Nawada,802.17,1072.42,17420,80.6,162.21,132.46,3785,17.5,35.25,28.78,400,1.9,3.72,3.04,21605,201.18,164.28
919,2013,2,Bihar,Nawada,841.69,1096.43,12587,93.7,118.27,96.58,793,5.9,7.45,6.08,53,0.4,0.5,0.41,13433,126.21,103.07
919,2014,2,Bihar,Nawada,824.31,756.86,14306,85,121.76,101.17,2151,12.8,18.31,15.21,364,2.2,3.1,2.57,16822,143.18,118.97
919,2015,2,Bihar,Nawada,777.62,1066.95,18582,84,163.73,145.98,3200,14.5,28.2,25.14,334,1.5,2.94,2.62,22115,194.86,173.74
920,1990,2,Bihar,Aurangabad,787.69,985.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
920,1991,2,Bihar,Aurangabad,539.34,615.18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
920,1992,2,Bihar,Aurangabad,562.66,598.96,15921,85.6,94.43,66.7,2441,13.1,14.48,10.23,234,1.3,1.39,0.98,18596,110.3,77.91
920,1993,2,Bihar,Aurangabad,653.02,714.05,20652,69,111.93,80.51,8928,29.8,48.39,34.81,337,1.1,1.83,1.31,29917,162.15,116.64
920,1994,2,Bihar,Aurangabad,746.89,905.38,6184,62.9,30.74,23.07,3538,36,17.58,13.2,103,1,0.51,0.38,9825,48.83,36.65
920,1995,2,Bihar,Aurangabad,626.51,696.54,6184,62.9,33.08,24.41,3538,36,18.92,13.96,103,1,0.55,0.41,9825,52.55,38.78
920,1996,2,Bihar,Aurangabad,710.46,817.8,14288,79.2,80.75,61.05,3191,17.7,18.03,13.64,563,3.1,3.18,2.41,18042,101.96,77.09
920,1997,2,Bihar,Aurangabad,675.02,728.78,16389,83.6,81.13,60.25,2741,14,13.57,10.08,484,2.5,2.4,1.78,19614,97.1,72.11
920,1998,2,Bihar,Aurangabad,667.56,778.86,16449,79.3,90.48,65.88,3780,18.2,20.79,15.14,524,2.5,2.88,2.1,20753,114.15,83.12
920,1999,2,Bihar,Aurangabad,695.84,761.36,22200,75.3,122.57,86.26,5200,17.6,28.71,20.2,2100,7.1,11.59,8.16,29500,162.88,114.62
920,2000,2,Bihar,Aurangabad,603.52,616.41,25473,84.6,150.66,103.83,4081,13.6,24.14,16.63,547,1.8,3.24,2.23,30101,178.03,122.7
920,2001,2,Bihar,Aurangabad,528.58,597.05,20559,87.8,105.23,73.61,2319,9.9,11.87,8.3,533,2.3,2.73,1.91,23411,119.83,83.82
920,2002,2,Bihar,Aurangabad,531.22,593.18,20559,87.8,103.42,71.91,2319,9.9,11.66,8.11,533,2.3,2.68,1.86,23411,117.76,81.88
920,2003,2,Bihar,Aurangabad,556.15,596.81,25525,99.3,128.97,90.63,163,0.6,0.82,0.58,15,0.1,0.08,0.05,25703,129.87,91.27
920,2004,2,Bihar,Aurangabad,695.88,835.3,21814,96,111.68,107.74,685,3,3.51,3.38,226,1,1.16,1.12,22725,116.34,112.24
920,2005,2,Bihar,Aurangabad,686.39,870.64,22033,87.2,109.78,105.34,2539,10.1,12.65,12.14,690,2.7,3.44,3.3,25262,125.86,120.77
920,2006,2,Bihar,Aurangabad,747.54,997.21,24985,83,121,88.23,4433,14.7,21.47,15.65,685,2.3,3.32,2.42,30103,145.79,106.3
920,2007,2,Bihar,Aurangabad,653.98,813.58,15132,88.6,73.04,53.3,1541,9,7.44,5.43,402,2.4,1.94,1.42,17075,82.42,60.14
920,2008,2,Bihar,Aurangabad,625.45,741.94,28708,75,128.69,102.57,6500,17,29.14,23.22,3054,8,13.69,10.91,38262,171.52,136.71
920,2009,2,Bihar,Aurangabad,732.07,851.93,27991,76,137.39,109.91,6831,18.5,33.53,26.82,2032,5.5,9.97,7.98,36854,180.89,144.71
920,2010,2,Bihar,Aurangabad,764.43,891.92,28339,75,155.29,124.94,7574,20,41.5,33.39,1873,5,10.26,8.26,37786,207.06,166.59
920,2011,2,Bihar,Aurangabad,722.81,937.82,32578,82.1,169.48,107.03,6211,15.7,32.31,20.41,870,2.2,4.53,2.86,39659,206.32,130.3
920,2012,2,Bihar,Aurangabad,632.31,804.22,30213,81.6,160.51,92.06,6480,17.5,34.43,19.74,349,0.9,1.85,1.06,37042,196.79,112.87
920,2013,2,Bihar,Aurangabad,731.24,954.97,27831,85.8,156.09,105.05,4234,13.1,23.75,15.98,373,1.1,2.09,1.41,32438,181.93,122.44
920,2014,2,Bihar,Aurangabad,612.15,660.47,28065,80.5,137.42,96.84,5973,17.1,29.25,20.61,841,2.4,4.12,2.9,34879,170.78,120.36
920,2015,2,Bihar,Aurangabad,688.26,825.11,32693,78.5,167.24,120.6,8313,20,42.53,30.67,634,1.5,3.24,2.34,41640,213.01,153.6
921,1990,2,Bihar,Bhojpur,853.83,1105.48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
921,1991,2,Bihar,Bhojpur,821.03,963.16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
921,1992,2,Bihar,Bhojpur,565.35,498.18,26235,89.2,146.48,110.14,2738,9.3,15.29,11.49,452,1.5,2.52,1.9,29425,164.29,123.53
921,1993,2,Bihar,Bhojpur,544.62,601.49,29435,91.8,161.73,118.64,2511,7.8,13.8,10.12,120,0.4,0.66,0.48,32066,176.19,129.25
921,1994,2,Bihar,Bhojpur,807.48,959.6,16853,82.2,90.66,69.78,3203,15.6,17.23,13.26,443,2.2,2.38,1.83,20499,110.27,84.88
921,1995,2,Bihar,Bhojpur,752.06,753.36,16853,82.2,89.77,64.86,3203,15.6,17.06,12.33,443,2.2,2.36,1.7,20499,109.19,78.89
921,1996,2,Bihar,Bhojpur,807.8,871.37,20580,89,108.94,78.84,2255,9.8,11.94,8.64,292,1.3,1.55,1.12,23127,122.42,88.6
921,1997,2,Bihar,Bhojpur,722.22,878.56,23597,91.5,123.54,97.51,1928,7.5,10.09,7.97,270,1,1.41,1.12,25795,135.05,106.59
921,1998,2,Bihar,Bhojpur,801.05,962.87,19125,83.5,104.81,86.97,2765,12.1,15.15,12.57,1026,4.5,5.62,4.67,22916,125.58,104.21
921,1999,2,Bihar,Bhojpur,813.77,1040.56,23200,77.3,127.16,107.03,4400,14.7,24.12,20.3,2400,8,13.15,11.07,30000,164.43,138.4
921,2000,2,Bihar,Bhojpur,778.88,806.45,30050,85,164.78,136.39,4689,13.3,25.71,21.28,632,1.8,3.47,2.87,35371,193.96,160.54
921,2001,2,Bihar,Bhojpur,796.56,992.9,25728,84.6,138.2,106.35,4269,14,22.93,17.65,415,1.4,2.23,1.72,30412,163.36,125.71
921,2002,2,Bihar,Bhojpur,698.34,865.78,25728,84.6,138.32,106.36,4269,14,22.95,17.65,415,1.4,2.23,1.72,30412,163.51,125.72
921,2003,2,Bihar,Bhojpur,795.76,953.06,31363,96.6,169.2,137.84,1053,3.2,5.68,4.63,45,0.1,0.24,0.2,32461,175.12,142.66
921,2004,2,Bihar,Bhojpur,810.98,1119.85,38086,87.1,209.49,206.26,3665,8.4,20.16,19.85,1967,4.5,10.82,10.65,43718,240.47,236.76
921,2005,2,Bihar,Bhojpur,785.5,795.63,33703,85,185,182.15,4800,12.1,26.35,25.94,1153,2.9,6.33,6.23,39656,217.67,214.32
921,2006,2,Bihar,Bhojpur,787.6,803.21,42369,80.2,226.73,183.53,7788,14.7,41.68,33.73,2700,5.1,14.45,11.7,52857,282.85,228.96
921,2007,2,Bihar,Bhojpur,746.92,951.5,51794,79.4,274.32,221.25,10304,15.8,54.57,44.02,3124,4.8,16.55,13.34,65222,345.44,278.61
921,2008,2,Bihar,Bhojpur,808.34,1047.47,45353,75.4,240.84,193.2,9471,15.7,50.29,40.35,5321,8.8,28.26,22.67,60145,319.39,256.21
921,2009,2,Bihar,Bhojpur,688.72,717.21,42826,74.8,230.33,182.09,10244,17.9,55.1,43.56,4172,7.3,22.44,17.74,57242,307.87,243.39
921,2010,2,Bihar,Bhojpur,681.5,728.73,32528,73.1,175.95,138.38,9805,22,53.04,41.71,2194,4.9,11.87,9.33,44527,240.86,189.42
921,2011,2,Bihar,Bhojpur,810.36,1274.51,35086,79.2,189.81,149.55,7770,17.5,42.03,33.12,1424,3.2,7.7,6.07,44280,239.55,188.74
921,2012,2,Bihar,Bhojpur,774.05,1220.32,46386,78.3,251.05,209.23,11158,18.8,60.39,50.33,1681,2.8,9.1,7.58,59225,320.53,267.14
921,2013,2,Bihar,Bhojpur,848.01,1204.45,36679,82.7,204.16,168.52,6486,14.6,36.1,29.8,1213,2.7,6.75,5.57,44378,247.01,203.9
921,2014,2,Bihar,Bhojpur,624.31,506.03,35927,83,203.09,167.7,6376,14.7,36.04,29.76,985,2.3,5.57,4.6,43288,244.7,202.05
921,2015,2,Bihar,Bhojpur,701.18,995.27,41092,82.3,239.09,196.43,8175,16.4,47.57,39.08,689,1.4,4.01,3.29,49956,290.66,238.81
922,1990,2,Bihar,Rohtas,847.55,1264.63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
922,1991,2,Bihar,Rohtas,833.75,1102.82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
922,1992,2,Bihar,Rohtas,560.85,491.07,33554,85.2,144.26,90.93,5524,14,23.75,14.97,312,0.8,1.34,0.85,39390,169.35,106.75
922,1993,2,Bihar,Rohtas,526.8,600.77,23122,73.6,94.84,64.35,8268,26.3,33.91,23.01,21,0.1,0.09,0.06,31411,128.84,87.42
922,1994,2,Bihar,Rohtas,805.87,1063.36,18828,72.2,78.12,54.12,6401,24.6,26.56,18.4,836,3.2,3.47,2.4,26065,108.15,74.92
922,1995,2,Bihar,Rohtas,740.87,785.2,18828,72.2,76.21,51.3,6401,24.6,25.91,17.44,836,3.2,3.38,2.28,26065,105.51,71.02
922,1996,2,Bihar,Rohtas,857.78,1014.96,32853,85.6,132.45,85.2,4831,12.6,19.48,12.53,709,1.8,2.86,1.84,38393,154.78,99.57
922,1997,2,Bihar,Rohtas,715.66,834.76,37638,89,149.95,102.56,4145,9.8,16.51,11.29,514,1.2,2.05,1.4,42297,168.51,115.25
922,1998,2,Bihar,Rohtas,758.89,892.55,27049,80.6,106.12,72.62,5229,15.6,20.52,14.04,1290,3.8,5.06,3.46,33568,131.7,90.12
922,1999,2,Bihar,Rohtas,780.6,960.08,36300,76.7,142.45,97.64,7300,15.4,28.65,19.64,3700,7.8,14.52,9.95,47300,185.61,127.23
922,2000,2,Bihar,Rohtas,731.96,737.12,36439,76.6,143.06,98.04,10214,21.5,40.1,27.48,913,1.9,3.58,2.46,47566,186.75,127.98
922,2001,2,Bihar,Rohtas,766.82,968.63,38950,84.4,153.15,106.88,6380,13.8,25.09,17.51,828,1.8,3.26,2.27,46158,181.49,126.65
922,2002,2,Bihar,Rohtas,674.14,799.95,38950,84.4,153.23,109.08,6380,13.8,25.1,17.87,828,1.8,3.26,2.32,46158,181.59,129.27
922,2003,2,Bihar,Rohtas,769.88,874.09,40104,96.8,157.67,110.43,1017,2.5,4,2.8,300,0.7,1.18,0.83,41421,162.84,114.06
922,2004,2,Bihar,Rohtas,784.31,1126.43,32934,93.8,129.58,96.26,1618,4.6,6.37,4.73,576,1.6,2.27,1.68,35128,138.22,102.67
922,2005,2,Bihar,Rohtas,751.94,792.47,33939,88.1,133.41,95.61,3526,9.2,13.86,9.93,1044,2.7,4.1,2.94,38509,151.38,108.49
922,2006,2,Bihar,Rohtas,752.87,755.51,40611,83.6,160.33,123.92,6805,14,26.87,20.77,1145,2.4,4.52,3.49,48561,191.71,148.18
922,2007,2,Bihar,Rohtas,725.74,971.18,48914,81.8,197.74,154.75,8850,14.8,35.78,28,2007,3.4,8.11,6.35,59771,241.63,189.09
922,2008,2,Bihar,Rohtas,780.14,1049.49,45112,76.2,180.35,140.87,9538,16.1,38.13,29.78,4540,7.7,18.15,14.18,59190,236.64,184.83
922,2009,2,Bihar,Rohtas,645.23,700.6,40107,75.3,168.04,142.32,9598,18,40.21,34.06,3586,6.7,15.02,12.73,53291,223.28,189.11
922,2010,2,Bihar,Rohtas,601.04,550.05,35343,72.2,141.49,107.19,10922,22.3,43.72,33.12,2701,5.5,10.81,8.19,48966,196.03,148.5
922,2011,2,Bihar,Rohtas,731.62,1262.13,44376,78,177.77,131.4,10348,18.2,41.45,30.64,2193,3.9,8.79,6.49,56917,228.01,168.53
922,2012,2,Bihar,Rohtas,765.95,1294.91,48913,73.5,196.1,140.89,14561,21.9,58.38,41.94,3070,4.6,12.31,8.84,66544,266.78,191.67
922,2013,2,Bihar,Rohtas,815.96,1217.89,47384,78.6,190.11,129.87,10361,17.2,41.57,28.4,2516,4.2,10.09,6.9,60261,241.77,165.16
922,2014,2,Bihar,Rohtas,693.65,616.72,49173,76,198.79,135.62,12120,18.7,49,33.43,3400,5.3,13.75,9.38,64693,261.53,178.42
922,2015,2,Bihar,Rohtas,701.66,1079.78,57771,75,229.82,168.28,16002,20.8,63.66,46.61,3277,4.3,13.04,9.55,77050,306.51,224.43
923,1990,2,Bihar,Siwan,852.52,1077.82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
923,1991,2,Bihar,Siwan,817.66,972.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
923,1992,2,Bihar,Siwan,635.43,602.58,10065,77.5,57.91,37.42,2426,18.7,13.96,9.02,504,3.9,2.9,1.87,12995,74.77,48.31
923,1993,2,Bihar,Siwan,621.81,663.33,4437,85,25.57,16.67,465,8.9,2.68,1.75,317,6.1,1.83,1.19,5219,30.08,19.61
923,1994,2,Bihar,Siwan,798.04,1008.12,9699,79.7,55.71,35.28,1697,13.9,9.75,6.17,769,6.3,4.42,2.8,12165,69.87,44.25
923,1995,2,Bihar,Siwan,808.19,850.33,9699,79.7,55.89,36.53,1697,13.9,9.78,6.39,769,6.3,4.43,2.9,12165,70.1,45.82
923,1996,2,Bihar,Siwan,851.31,939.88,8865,81.9,51.96,33.44,1533,14.2,8.98,5.78,427,3.9,2.5,1.61,10825,63.45,40.84
923,1997,2,Bihar,Siwan,794.31,1008.56,10137,86.3,58.94,38.25,1303,11.1,7.58,4.92,311,2.6,1.81,1.17,11751,68.32,44.34
923,1998,2,Bihar,Siwan,835,1125.8,14010,79,84.29,54.35,2416,13.6,14.54,9.37,1302,7.3,7.83,5.05,17728,106.66,68.77
923,1999,2,Bihar,Siwan,839.63,1258.79,12500,76.2,75.25,49.54,2600,15.9,15.65,10.3,1300,7.9,7.83,5.15,16400,98.72,65
923,2000,2,Bihar,Siwan,813.37,974,9126,79.4,55.52,35.9,2054,17.9,12.5,8.08,320,2.8,1.95,1.26,11500,69.96,45.24
923,2001,2,Bihar,Siwan,820.09,1130.67,9573,89.4,58.12,37.29,1037,9.7,6.3,4.04,98,0.9,0.6,0.38,10708,65.02,41.71
923,2002,2,Bihar,Siwan,735.32,1030.67,9573,89.4,58.18,37.4,1037,9.7,6.3,4.05,98,0.9,0.6,0.38,10708,65.08,41.84
923,2003,2,Bihar,Siwan,817.37,1106.54,10251,94.3,62.93,42.96,431,4,2.65,1.81,191,1.8,1.17,0.8,10873,66.75,45.56
923,2004,2,Bihar,Siwan,852.67,1206.78,12148,93,74.29,49.44,744,5.7,4.55,3.03,172,1.3,1.05,0.7,13064,79.89,53.17
923,2005,2,Bihar,Siwan,828.67,886.36,15442,82.5,93.34,60.56,2271,12.1,13.73,8.91,1001,5.3,6.05,3.93,18714,113.12,73.4
923,2006,2,Bihar,Siwan,845.93,891.84,19324,80.2,118.61,78.32,3854,16,23.66,15.62,931,3.9,5.71,3.77,24109,147.98,97.71
923,2007,2,Bihar,Siwan,801.89,992.55,22417,77.1,131.64,87.73,5222,18,30.67,20.44,1446,5,8.49,5.66,29085,170.8,113.82
923,2008,2,Bihar,Siwan,800.74,1181.1,21645,68.1,129.67,87.97,7364,23.2,44.11,29.93,2788,8.8,16.7,11.33,31797,190.48,129.23
923,2009,2,Bihar,Siwan,717.04,756.32,20958,68.5,125.55,85.3,6951,22.7,41.64,28.29,2702,8.8,16.19,11,30611,183.38,124.58
923,2010,2,Bihar,Siwan,720.1,877.01,21231,71.6,123.39,91.13,6271,21.2,36.45,26.92,2142,7.2,12.45,9.19,29644,172.29,127.24
923,2011,2,Bihar,Siwan,827.13,1383.87,22243,73.6,129.72,96.86,6345,21,37,27.63,1642,5.4,9.58,7.15,30230,176.3,131.64
923,2012,2,Bihar,Siwan,770.11,1272.46,24198,74.4,141.55,98.94,7348,22.6,42.98,30.04,978,3,5.72,4,32524,190.25,132.98
923,2013,2,Bihar,Siwan,843.7,1339.29,16000,82.9,93.7,68.48,2717,14.1,15.91,11.63,585,3,3.43,2.5,19302,113.04,82.62
923,2014,2,Bihar,Siwan,499.93,371.93,19959,80.7,121.89,87.95,3635,14.7,22.2,16.02,1139,4.6,6.96,5.02,24733,151.04,108.99
923,2015,2,Bihar,Siwan,692.25,1076.92,26622,83.3,164.09,118.5,4525,14.2,27.89,20.14,822,2.6,5.07,3.66,31970,197.05,142.3
924,1990,2,Bihar,Gopalganj,838.72,1078.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
924,1991,2,Bihar,Gopalganj,798.61,960,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
924,1992,2,Bihar,Gopalganj,643.22,634.86,10200,82.4,67.06,40.35,1748,14.1,11.49,6.91,437,3.5,2.87,1.73,12385,81.43,48.99
924,1993,2,Bihar,Gopalganj,652.89,689.35,4763,74.4,31.5,20.23,1556,24.3,10.29,6.61,79,1.2,0.52,0.34,6398,42.31,27.17
924,1994,2,Bihar,Gopalganj,786.02,1018.58,7590,80,49.9,30.19,1159,12.2,7.62,4.61,734,7.7,4.83,2.92,9483,62.35,37.72
924,1995,2,Bihar,Gopalganj,809.82,885.69,7590,80,52.15,31.6,1159,12.2,7.96,4.82,734,7.7,5.04,3.06,9483,65.16,39.48
924,1996,2,Bihar,Gopalganj,840.52,977.63,8534,89.2,55.16,33.89,737,7.7,4.76,2.93,291,3,1.88,1.16,9562,61.81,37.97
924,1997,2,Bihar,Gopalganj,797.85,1032.59,9758,91.3,62.55,39.83,627,5.9,4.02,2.56,301,2.8,1.93,1.23,10686,68.5,43.62
924,1998,2,Bihar,Gopalganj,829.2,1157.87,12056,79.2,79.04,50.24,2048,13.4,13.43,8.53,1123,7.4,7.36,4.68,15227,99.83,63.46
924,1999,2,Bihar,Gopalganj,820.98,1315.61,11600,77.9,76.26,51.2,2000,13.4,13.15,8.83,1300,8.7,8.55,5.74,14900,97.96,65.77
924,2000,2,Bihar,Gopalganj,799.86,1016.37,6435,87.6,42.43,28.45,814,11.1,5.37,3.6,99,1.3,0.65,0.44,7348,48.45,32.49
924,2001,2,Bihar,Gopalganj,806.8,1166,5679,93.7,37.39,24.21,291,4.8,1.92,1.24,94,1.6,0.62,0.4,6064,39.92,25.85
924,2002,2,Bihar,Gopalganj,733.68,1068.97,5679,93.7,37.43,23.89,291,4.8,1.92,1.22,94,1.6,0.62,0.4,6064,39.97,25.5
924,2003,2,Bihar,Gopalganj,809.87,1149.49,6820,98.3,45.31,29.3,48,0.7,0.32,0.21,72,1,0.48,0.31,6940,46.11,29.81
924,2004,2,Bihar,Gopalganj,841.69,1226.37,7113,96.5,47.57,31.1,201,2.7,1.34,0.88,58,0.8,0.39,0.25,7372,49.3,32.23
924,2005,2,Bihar,Gopalganj,831.84,908.16,7645,88.3,52.21,33.97,639,7.4,4.36,2.84,378,4.4,2.58,1.68,8662,59.15,38.49
924,2006,2,Bihar,Gopalganj,839.98,913.86,12232,81.6,83.94,55.47,2206,14.7,15.14,10,544,3.6,3.73,2.47,14982,102.81,67.95
924,2007,2,Bihar,Gopalganj,795.55,993.91,22107,75.4,154.42,102.21,5529,18.9,38.62,25.56,1692,5.8,11.82,7.82,29328,204.86,135.6
924,2008,2,Bihar,Gopalganj,778.03,1213.98,16330,72,110.44,74.38,4580,20.2,30.98,20.86,1779,7.8,12.03,8.1,22689,153.45,103.35
924,2009,2,Bihar,Gopalganj,713.16,764.53,15199,71.5,102.79,66.16,4729,22.3,31.98,20.58,1316,6.2,8.9,5.73,21244,143.68,92.47
924,2010,2,Bihar,Gopalganj,719.91,923.52,17193,74.6,115.68,72.34,4283,18.6,28.82,18.02,1572,6.8,10.58,6.61,23048,155.07,96.97
924,2011,2,Bihar,Gopalganj,805.57,1406.84,15211,74.9,102.84,67.54,4022,19.8,27.19,17.86,1071,5.3,7.24,4.76,20304,137.27,90.16
924,2012,2,Bihar,Gopalganj,759.56,1264.28,15713,76.5,106.23,70.2,4287,20.9,28.98,19.15,549,2.7,3.71,2.45,20549,138.92,91.81
924,2013,2,Bihar,Gopalganj,818.55,1353.67,12015,90.3,81.22,55.18,1040,7.8,7.03,4.78,247,1.9,1.67,1.13,13302,89.92,61.09
924,2014,2,Bihar,Gopalganj,418.51,307.72,12010,84.1,82.75,55.88,1752,12.3,12.07,8.15,516,3.6,3.56,2.4,14278,98.37,66.43
924,2015,2,Bihar,Gopalganj,697.04,1058.07,16562,87,117.38,78.72,2146,11.3,15.21,10.2,336,1.8,2.38,1.6,19045,134.98,90.53
925,1990,2,Bihar,Champaran(East),841.41,1159.78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
925,1991,2,Bihar,Champaran(East),809.27,994.98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
925,1992,2,Bihar,Champaran(East),687.4,727.65,24440,83.2,84.45,57.08,3969,13.5,13.71,9.27,959,3.3,3.31,2.24,29368,101.48,68.58
925,1993,2,Bihar,Champaran(East),744.61,788.44,27079,90.3,92.07,66.8,2404,8,8.17,5.93,492,1.6,1.67,1.21,29975,101.92,73.94
925,1994,2,Bihar,Champaran(East),798.53,1078.29,18143,79.9,61.56,54.95,3694,16.3,12.53,11.19,867,3.8,2.94,2.63,22704,77.04,68.76
925,1995,2,Bihar,Champaran(East),809.6,987.63,18143,79.9,61.19,48.28,3694,16.3,12.46,9.83,867,3.8,2.92,2.31,22704,76.57,60.42
925,1996,2,Bihar,Champaran(East),833.89,1032.85,21026,72.8,71.25,61.71,5455,18.9,18.48,16.01,2393,8.3,8.11,7.02,28874,97.84,84.74
925,1997,2,Bihar,Champaran(East),828.62,1217.72,24055,75.9,80.72,68.34,4636,14.6,15.56,13.17,2994,9.4,10.05,8.51,31685,106.33,90.01
925,1998,2,Bihar,Champaran(East),853.46,1326.94,34005,81.2,106.57,90.81,6435,15.4,20.17,17.18,1438,3.4,4.51,3.84,41878,131.24,111.83
925,1999,2,Bihar,Champaran(East),829.89,1518.84,40000,75,124.96,102.83,9400,17.6,29.37,24.16,3900,7.3,12.18,10.03,53300,166.52,137.01
925,2000,2,Bihar,Champaran(East),832.34,1183.51,41210,82.5,139.33,113.9,7436,14.9,25.14,20.55,1301,2.6,4.4,3.6,49947,168.87,138.04
925,2001,2,Bihar,Champaran(East),839.63,1375.29,33603,79.6,113.16,89.26,6512,15.4,21.93,17.3,2095,5,7.06,5.57,42210,142.15,112.12
925,2002,2,Bihar,Champaran(East),766.01,1259.63,33603,79.6,113.2,100.82,6512,15.4,21.94,19.54,2095,5,7.06,6.29,42210,142.2,126.64
925,2003,2,Bihar,Champaran(East),833.16,1346.89,37840,96.9,131.02,117.04,1128,2.9,3.91,3.49,89,0.2,0.31,0.28,39057,135.24,120.81
925,2004,2,Bihar,Champaran(East),875.75,1389.62,33321,91.4,111.35,96.23,2563,7,8.57,7.4,579,1.6,1.93,1.67,36463,121.85,105.3
925,2005,2,Bihar,Champaran(East),874.85,1034.65,30633,74.4,103.11,86.58,6330,15.4,21.31,17.89,4204,10.2,14.15,11.88,41167,138.56,116.35
925,2006,2,Bihar,Champaran(East),874.3,1099.12,39325,75.7,131.09,104.6,9299,17.9,31,24.73,3352,6.4,11.17,8.92,51976,173.26,138.25
925,2007,2,Bihar,Champaran(East),814.87,1134.32,50639,79.3,166.52,131.88,9008,14.1,29.62,23.46,4201,6.6,13.81,10.94,63848,209.96,166.28
925,2008,2,Bihar,Champaran(East),800.83,1356.53,53388,73.8,175.11,136.73,11277,15.6,36.99,28.88,7673,10.6,25.17,19.65,72338,237.27,185.26
925,2009,2,Bihar,Champaran(East),765.69,919.37,50799,72.7,164.7,134.82,11970,17.1,38.81,31.77,7094,10.2,23,18.83,69863,226.5,185.41
925,2010,2,Bihar,Champaran(East),776.7,1172.89,45149,67.8,175.35,146.12,13633,20.5,52.95,44.12,7786,11.7,30.24,25.2,66568,258.54,215.44
925,2011,2,Bihar,Champaran(East),838.77,1570.47,51189,73.2,188.1,122.29,13577,19.4,49.89,32.44,5172,7.4,19.01,12.36,69938,257,167.08
925,2012,2,Bihar,Champaran(East),793.53,1388.15,54470,74.4,200.18,131.38,15548,21.2,57.14,37.5,3176,4.3,11.67,7.66,73194,268.99,176.54
925,2013,2,Bihar,Champaran(East),818.44,1376.08,45133,78.5,165.86,107.6,9612,16.7,35.32,22.92,2746,4.8,10.09,6.55,57491,211.28,137.06
925,2014,2,Bihar,Champaran(East),404.02,301.55,46642,71.8,154.51,103.95,13147,20.2,43.55,29.3,5166,8,17.11,11.51,64955,215.18,144.76
925,2015,2,Bihar,Champaran(East),741.6,1143.9,63063,75.2,219.87,148.83,16060,19.2,55.99,37.9,4701,5.6,16.39,11.09,83824,292.25,197.83
926,1990,2,Bihar,Champaran(West,892.24,1456.52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
926,1991,2,Bihar,Champaran(West,834.67,1233.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
926,1992,2,Bihar,Champaran(West,752.54,959.81,17868,72.4,70.65,47.74,5419,22,21.43,14.48,1378,5.6,5.45,3.68,24665,97.53,65.9
