Dist Code,Year,State Code,State Name,Dist Name,Annual_Evapotranspiration (mm),Annual_Precipitation (mm),NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
8,1994,6,Madhya Pradesh,Balaghat,886.14,2110.05,7404,67.7,26.55,19.72,3160,28.9,11.33,8.41,379,3.5,1.36,1.01,10943,39.24,29.14
8,1995,6,Madhya Pradesh,Balaghat,933.86,1560.52,7404,67.7,26.67,19.84,3160,28.9,11.38,8.47,379,3.5,1.37,1.02,10943,39.42,29.33
8,1996,6,Madhya Pradesh,Balaghat,763.07,1135.25,7404,67.7,27.04,20.97,3160,28.9,11.54,8.95,379,3.5,1.38,1.07,10943,39.97,31
8,1997,6,Madhya Pradesh,Balaghat,805.15,1219.99,8504,68,31.13,25.19,3563,28.5,13.04,10.55,445,3.6,1.63,1.32,12512,45.79,37.06
8,1998,6,Madhya Pradesh,Balaghat,926.09,1375.1,7367,78.9,27.01,21.43,1740,18.6,6.38,5.06,232,2.5,0.85,0.68,9339,34.24,27.17
8,1999,6,Madhya Pradesh,Balaghat,790.05,1517.7,7408,65.8,26.92,20.93,3390,30.1,12.32,9.58,454,4,1.65,1.28,11252,40.89,31.78
8,2000,6,Madhya Pradesh,Balaghat,822.15,1224.98,7321,57.5,26.72,22.01,4665,36.7,17.03,14.03,741,5.8,2.7,2.23,12727,46.46,38.26
8,2001,6,Madhya Pradesh,Balaghat,877.61,1316.35,3752,41.9,13.64,10.99,4686,52.3,17.04,13.73,525,5.9,1.91,1.54,8963,32.59,26.26
8,2002,6,Madhya Pradesh,Balaghat,873.3,1123.16,7405,59.2,27,21.6,4569,36.5,16.66,13.33,536,4.3,1.95,1.56,12510,45.61,36.49
8,2003,6,Madhya Pradesh,Balaghat,846.15,1512.24,9711,60.2,35.25,27.84,5792,35.9,21.03,16.6,638,4,2.32,1.83,16141,58.6,46.27
8,2004,6,Madhya Pradesh,Balaghat,841.51,1201.74,8322,59.5,33.19,27.45,5008,35.8,19.97,16.52,649,4.6,2.59,2.14,13979,55.75,46.11
8,2005,6,Madhya Pradesh,Balaghat,855.2,1341.5,10486,58.6,38.28,30.48,6693,37.4,24.44,19.46,722,4,2.64,2.1,17901,65.36,52.04
8,2006,6,Madhya Pradesh,Balaghat,876.59,1673.13,10663,59.3,39.02,31.24,6582,36.6,24.09,19.28,744,4.1,2.72,2.18,17989,65.84,52.7
8,2007,6,Madhya Pradesh,Balaghat,793.02,1301.73,12549,60.3,46,36.65,7523,36.1,27.57,21.97,745,3.6,2.73,2.18,20817,76.3,60.8
8,2008,6,Madhya Pradesh,Balaghat,824.83,1413.86,13686,59.7,50.17,40.07,8278,36.1,30.34,24.23,976,4.3,3.58,2.86,22940,84.09,67.16
8,2009,6,Madhya Pradesh,Balaghat,789.57,1282.82,14461,58.6,53.35,42.66,9454,38.3,34.88,27.89,764,3.1,2.82,2.25,24679,91.05,72.81
8,2010,6,Madhya Pradesh,Balaghat,789.58,1658.09,14843,56.8,55.01,44.24,9676,37,35.86,28.84,1618,6.2,6,4.82,26137,96.88,77.9
8,2011,6,Madhya Pradesh,Balaghat,821.89,1455.6,17625,57.9,64.01,51.26,11995,39.4,43.56,34.89,840,2.8,3.05,2.44,30460,110.63,88.59
8,2012,6,Madhya Pradesh,Balaghat,723.06,1647.68,16377,64.8,57.96,46.59,8403,33.3,29.74,23.91,484,1.9,1.71,1.38,25264,89.41,71.87
8,2013,6,Madhya Pradesh,Balaghat,860.63,2040.02,15732,54,56.38,45.37,12464,42.8,44.67,35.95,913,3.1,3.27,2.63,29109,104.33,83.95
8,2014,6,Madhya Pradesh,Balaghat,853.29,1378.97,15649,59.3,56.55,45.19,10125,38.4,36.59,29.24,596,2.3,2.15,1.72,26370,95.29,76.16
8,2015,6,Madhya Pradesh,Balaghat,913.43,1469.93,19477,58.6,74.44,56.84,12859,38.7,49.15,37.53,916,2.8,3.5,2.67,33252,127.09,97.04
9,1990,6,Madhya Pradesh,Chhindwara,776.57,1510.16,7084,64.3,14.32,12.3,3347,30.4,6.77,5.81,584,5.3,1.18,1.01,11015,22.27,19.13
9,1991,6,Madhya Pradesh,Chhindwara,639.8,965.61,9887,67.8,20.71,18.37,3943,27,8.26,7.33,754,5.2,1.58,1.4,14584,30.55,27.1
9,1992,6,Madhya Pradesh,Chhindwara,563.18,991.58,9563,69.4,19.91,17.53,3682,26.7,7.67,6.75,542,3.9,1.13,0.99,13787,28.71,25.27
9,1993,6,Madhya Pradesh,Chhindwara,766.64,1322.27,8509,67.6,17.23,14.63,3467,27.6,7.02,5.96,606,4.8,1.23,1.04,12582,25.48,21.63
9,1994,6,Madhya Pradesh,Chhindwara,807.91,1712.09,10695,66.2,21.63,17.76,4535,28.1,9.17,7.53,921,5.7,1.86,1.53,16151,32.66,26.82
9,1995,6,Madhya Pradesh,Chhindwara,790.75,1269.99,10695,66.2,21.71,17.96,4535,28.1,9.2,7.62,921,5.7,1.87,1.55,16151,32.78,27.13
9,1996,6,Madhya Pradesh,Chhindwara,651.61,991.14,10695,66.2,21.72,18.01,4535,28.1,9.21,7.63,921,5.7,1.87,1.55,16151,32.81,27.19
9,1997,6,Madhya Pradesh,Chhindwara,730.55,1038.87,12197,64.5,24.62,20.13,5288,27.9,10.68,8.73,1438,7.6,2.9,2.37,18923,38.2,31.23
9,1998,6,Madhya Pradesh,Chhindwara,812.42,1199.22,8160,60.7,16.45,13.26,4574,34,9.22,7.43,707,5.3,1.43,1.15,13441,27.1,21.84
9,1999,6,Madhya Pradesh,Chhindwara,694.65,1327.27,12535,66.5,25.21,20.16,4851,25.7,9.76,7.8,1473,7.8,2.96,2.37,18859,37.93,30.33
9,2000,6,Madhya Pradesh,Chhindwara,663.66,926.56,11205,63.6,23.93,20.85,4946,28.1,10.56,9.2,1455,8.3,3.11,2.71,17606,37.6,32.76
9,2001,6,Madhya Pradesh,Chhindwara,767.84,1020.37,11670,63.3,24.77,21.49,5139,27.9,10.91,9.46,1628,8.8,3.46,3,18437,39.14,33.95
9,2002,6,Madhya Pradesh,Chhindwara,726.71,929.37,13200,63.3,27.57,23.33,6004,28.8,12.54,10.61,1658,7.9,3.46,2.93,20862,43.58,36.88
9,2003,6,Madhya Pradesh,Chhindwara,715.39,1187.53,15175,62.7,31.37,25.63,7008,29,14.49,11.84,2003,8.3,4.14,3.38,24186,49.99,40.86
9,2004,6,Madhya Pradesh,Chhindwara,724.56,955.82,13341,60.6,27.56,22.18,7101,32.2,14.67,11.8,1591,7.2,3.29,2.64,22033,45.52,36.63
9,2005,6,Madhya Pradesh,Chhindwara,732.33,1074.71,16989,65.2,35.6,28.65,6869,26.4,14.39,11.58,2197,8.4,4.6,3.7,26055,54.6,43.94
9,2006,6,Madhya Pradesh,Chhindwara,757.11,1401.81,20197,66.6,41.7,32.58,7880,26,16.27,12.71,2242,7.4,4.63,3.62,30319,62.59,48.91
9,2007,6,Madhya Pradesh,Chhindwara,672.11,1034.46,22965,71.8,47.15,36.69,6989,21.8,14.35,11.16,2037,6.4,4.18,3.25,31991,65.69,51.11
9,2008,6,Madhya Pradesh,Chhindwara,706.74,1092.4,20287,67.6,42.57,34.92,6944,23.1,14.57,11.95,2771,9.2,5.82,4.77,30002,62.96,51.64
9,2009,6,Madhya Pradesh,Chhindwara,726,1103.5,30188,67.9,62.41,48.18,10449,23.5,21.6,16.68,3829,8.6,7.92,6.11,44466,91.93,70.97
9,2010,6,Madhya Pradesh,Chhindwara,683.86,1284.45,30157,62.6,61.6,45.99,12744,26.4,26.03,19.44,5297,11,10.82,8.08,48198,98.45,73.51
9,2011,6,Madhya Pradesh,Chhindwara,718.63,1221.34,32436,64.4,64.92,47.99,13461,26.7,26.94,19.92,4472,8.9,8.95,6.62,50369,100.81,74.52
9,2012,6,Madhya Pradesh,Chhindwara,604.68,1196.98,35016,66.9,68.4,49.58,14165,27,27.67,20.06,3192,6.1,6.24,4.52,52373,102.31,74.16
9,2013,6,Madhya Pradesh,Chhindwara,783.63,1776.3,41304,72.8,80.75,57.34,13320,23.5,26.04,18.49,2149,3.8,4.2,2.98,56773,110.99,78.81
9,2014,6,Madhya Pradesh,Chhindwara,720.58,1076.24,38309,66.6,75.1,52.83,15624,27.2,30.63,21.55,3598,6.3,7.05,4.96,57531,112.78,79.33
9,2015,6,Madhya Pradesh,Chhindwara,809.07,1204.67,47316,68.4,92.93,65.09,17967,26,35.29,24.72,3922,5.7,7.7,5.4,69205,135.93,95.21
10,1990,6,Madhya Pradesh,Narsinghpur,752.28,1617.81,7533,50.1,25.88,21.94,7110,47.3,24.42,20.71,391,2.6,1.34,1.14,15034,51.65,43.79
10,1991,6,Madhya Pradesh,Narsinghpur,620.57,1008.26,7498,51.2,25.75,21.2,6741,46,23.15,19.06,403,2.8,1.38,1.14,14642,50.28,41.4
10,1992,6,Madhya Pradesh,Narsinghpur,541.87,1046.36,6651,60.4,22.7,17.95,4253,38.6,14.52,11.48,110,1,0.38,0.3,11014,37.59,29.72
10,1993,6,Madhya Pradesh,Narsinghpur,703.07,1228.3,6779,52.2,23.06,17.6,6022,46.4,20.48,15.64,189,1.5,0.64,0.49,12990,44.18,33.73
10,1994,6,Madhya Pradesh,Narsinghpur,779.73,1588.82,7408,52.8,25.18,19.8,6302,44.9,21.42,16.84,332,2.4,1.13,0.89,14042,47.72,37.53
10,1995,6,Madhya Pradesh,Narsinghpur,741.23,1156.32,7408,52.8,24.98,18.78,6302,44.9,21.25,15.97,332,2.4,1.12,0.84,14042,47.36,35.59
10,1996,6,Madhya Pradesh,Narsinghpur,641.84,1023.54,7408,52.8,24.94,18.43,6302,44.9,21.21,15.68,332,2.4,1.12,0.83,14042,47.27,34.93
10,1997,6,Madhya Pradesh,Narsinghpur,674.66,993.24,7400,51.8,24.88,18.08,6286,44,21.13,15.36,607,4.2,2.04,1.48,14293,48.05,34.93
10,1998,6,Madhya Pradesh,Narsinghpur,756.59,1209.23,7209,53.7,24.21,17.46,5883,43.8,19.76,14.25,334,2.5,1.12,0.81,13426,45.09,32.51
10,1999,6,Madhya Pradesh,Narsinghpur,665.77,1526.08,7475,54.5,25.03,17.83,5426,39.6,18.17,12.95,805,5.9,2.7,1.92,13706,45.9,32.7
10,2000,6,Madhya Pradesh,Narsinghpur,625.39,924.37,7486,53.5,25.08,18.09,5712,40.8,19.14,13.8,796,5.7,2.67,1.92,13994,46.89,33.81
10,2001,6,Madhya Pradesh,Narsinghpur,713.69,929.96,7913,53.2,26.4,19.5,6057,40.7,20.2,14.93,917,6.2,3.06,2.26,14887,49.66,36.69
10,2002,6,Madhya Pradesh,Narsinghpur,657.58,840.24,8068,54.4,26.76,20.06,5879,39.7,19.5,14.62,873,5.9,2.9,2.17,14820,49.15,36.85
10,2003,6,Madhya Pradesh,Narsinghpur,643.08,1150.22,7723,58,25.59,19.3,4556,34.2,15.1,11.38,1039,7.8,3.44,2.6,13318,44.14,33.28
10,2004,6,Madhya Pradesh,Narsinghpur,735.03,911.56,8930,58.8,29.46,22.28,4971,32.7,16.4,12.4,1290,8.5,4.26,3.22,15191,50.11,37.9
10,2005,6,Madhya Pradesh,Narsinghpur,668.95,861.39,9841,61.4,32.42,25.18,4647,29,15.31,11.89,1543,9.6,5.08,3.95,16031,52.82,41.02
10,2006,6,Madhya Pradesh,Narsinghpur,720.74,1282.67,13901,67.2,45.77,35.79,5097,24.6,16.78,13.12,1694,8.2,5.58,4.36,20692,68.13,53.27
10,2007,6,Madhya Pradesh,Narsinghpur,628.76,861.75,10666,65.1,35.05,26.68,4863,29.7,15.98,12.17,848,5.2,2.79,2.12,16377,53.81,40.97
10,2008,6,Madhya Pradesh,Narsinghpur,701.56,1044.98,11719,56.7,38.46,28.74,7238,35,23.75,17.75,1699,8.2,5.58,4.17,20656,67.78,50.65
10,2009,6,Madhya Pradesh,Narsinghpur,689.43,1082.35,13128,56.9,42.94,31.76,7769,33.7,25.41,18.8,2185,9.5,7.15,5.29,23082,75.49,55.84
10,2010,6,Madhya Pradesh,Narsinghpur,633.41,1037.64,13520,53.6,43.95,32.23,9587,38,31.17,22.85,2133,8.5,6.93,5.08,25240,82.05,60.17
10,2011,6,Madhya Pradesh,Narsinghpur,705.65,1258.61,17420,60.3,56.41,41.04,10012,34.6,32.42,23.58,1470,5.1,4.76,3.46,28902,93.6,68.08
10,2012,6,Madhya Pradesh,Narsinghpur,590.27,1069.82,19500,59.9,62.83,44.03,12182,37.5,39.25,27.51,846,2.6,2.73,1.91,32528,104.8,73.45
10,2013,6,Madhya Pradesh,Narsinghpur,766.73,1747.48,15197,64.2,49.13,32.21,7618,32.2,24.63,16.15,864,3.6,2.79,1.83,23679,76.55,50.19
10,2014,6,Madhya Pradesh,Narsinghpur,734.83,1078.64,19002,67.5,61.24,40.65,8081,28.7,26.04,17.29,1062,3.8,3.42,2.27,28145,90.71,60.2
10,2015,6,Madhya Pradesh,Narsinghpur,790.76,1030.82,24755,68.1,79.9,49.83,10019,27.6,32.34,20.17,1579,4.3,5.1,3.18,36353,117.33,73.17
11,1990,6,Madhya Pradesh,Seoni,810.19,1610.25,1785,58,4.73,4,1147,37.3,3.04,2.57,146,4.7,0.39,0.33,3078,8.15,6.9
11,1991,6,Madhya Pradesh,Seoni,722.21,1085.25,2622,58.4,7.63,6.98,1618,36,4.71,4.31,251,5.6,0.73,0.67,4491,13.07,11.96
11,1992,6,Madhya Pradesh,Seoni,570.1,1002.21,2526,46.1,6.94,6.07,2733,49.8,7.51,6.57,224,4.1,0.62,0.54,5483,15.07,13.18
11,1993,6,Madhya Pradesh,Seoni,816.83,1326.06,2067,51.3,5.48,4.49,1872,46.5,4.97,4.07,89,2.2,0.24,0.19,4028,10.68,8.75
11,1994,6,Madhya Pradesh,Seoni,827.68,1755.96,2559,59.6,6.83,5.62,1615,37.6,4.31,3.55,118,2.7,0.31,0.26,4292,11.46,9.42
11,1995,6,Madhya Pradesh,Seoni,860.01,1298.35,2559,59.6,6.87,5.63,1615,37.6,4.34,3.55,118,2.7,0.32,0.26,4292,11.53,9.44
11,1996,6,Madhya Pradesh,Seoni,700.62,1000.6,2559,59.6,6.81,5.5,1615,37.6,4.3,3.47,118,2.7,0.31,0.25,4292,11.42,9.23
11,1997,6,Madhya Pradesh,Seoni,737.7,1056.55,4069,58.1,10.94,8.79,2665,38,7.17,5.76,273,3.9,0.73,0.59,7007,18.84,15.14
11,1998,6,Madhya Pradesh,Seoni,883.59,1245.55,3783,60.8,10.18,8.16,2294,36.8,6.17,4.95,150,2.4,0.4,0.32,6227,16.75,13.43
11,1999,6,Madhya Pradesh,Seoni,720.97,1367.85,4161,62.4,11.22,8.94,2237,33.6,6.03,4.81,266,4,0.72,0.57,6664,17.98,14.32
11,2000,6,Madhya Pradesh,Seoni,710.6,998.13,3883,59.7,10.98,9.03,2337,36,6.61,5.44,279,4.3,0.79,0.65,6499,18.37,15.11
11,2001,6,Madhya Pradesh,Seoni,790.76,1080.97,4397,64.7,12.05,9.69,2202,32.4,6.04,4.85,198,2.9,0.54,0.44,6797,18.63,14.98
11,2002,6,Madhya Pradesh,Seoni,773.92,944.74,5306,62.4,14.56,11.52,2877,33.9,7.89,6.25,314,3.7,0.86,0.68,8497,23.31,18.45
11,2003,6,Madhya Pradesh,Seoni,762.1,1249.44,5758,62.8,15.66,12.23,3131,34.1,8.51,6.65,285,3.1,0.77,0.61,9174,24.95,19.48
11,2004,6,Madhya Pradesh,Seoni,762.36,978.74,5354,57.6,14.69,11.42,3605,38.8,9.89,7.69,339,3.6,0.93,0.72,9298,25.5,19.84
11,2005,6,Madhya Pradesh,Seoni,771.34,1054.47,6774,61.5,18.41,13.56,3821,34.7,10.38,7.65,421,3.8,1.14,0.84,11016,29.94,22.05
11,2006,6,Madhya Pradesh,Seoni,827.58,1419.62,7324,60,19.7,14.83,4468,36.6,12.02,9.05,418,3.4,1.12,0.85,12210,32.85,24.73
11,2007,6,Madhya Pradesh,Seoni,711.17,1027.41,9964,63.2,26.77,19.71,5432,34.5,14.59,10.74,366,2.3,0.98,0.72,15762,42.35,31.17
11,2008,6,Madhya Pradesh,Seoni,742.78,1155.52,9005,57.9,24.42,18.14,5966,38.4,16.18,12.02,574,3.7,1.56,1.16,15545,42.16,31.31
11,2009,6,Madhya Pradesh,Seoni,733.03,1099.97,12456,60.3,33.46,24.77,7498,36.3,20.14,14.91,689,3.3,1.85,1.37,20643,55.44,41.05
11,2010,6,Madhya Pradesh,Seoni,703.03,1261.34,13731,58,35.71,25.62,8691,36.7,22.6,16.22,1236,5.2,3.21,2.31,23658,61.53,44.15
11,2011,6,Madhya Pradesh,Seoni,752.42,1275.27,15730,62.1,39.54,29.21,8665,34.2,21.78,16.09,949,3.7,2.39,1.76,25344,63.7,47.07
11,2012,6,Madhya Pradesh,Seoni,635.49,1234.73,18777,62.5,46.87,33.45,10162,33.8,25.37,18.1,1107,3.7,2.76,1.97,30046,75,53.53
11,2013,6,Madhya Pradesh,Seoni,813.7,1833.16,21318,70.7,53.71,36.88,8514,28.2,21.45,14.73,313,1,0.79,0.54,30145,75.95,52.15
11,2014,6,Madhya Pradesh,Seoni,804.39,1153.13,23150,68.9,58.05,40.06,9939,29.6,24.92,17.2,501,1.5,1.26,0.87,33590,84.23,58.13
11,2015,6,Madhya Pradesh,Seoni,879.05,1232.46,28360,70,72.63,50.36,11535,28.5,29.54,20.48,602,1.5,1.54,1.07,40497,103.71,71.91
12,1990,6,Madhya Pradesh,Mandla,782.33,1945.36,1603,76.8,3.69,2.9,466,22.3,1.07,0.84,18,0.9,0.04,0.03,2087,4.81,3.78
12,1991,6,Madhya Pradesh,Mandla,754.11,1396.59,2263,75.4,5.38,4.54,666,22.2,1.58,1.34,74,2.5,0.18,0.15,3003,7.14,6.02
12,1992,6,Madhya Pradesh,Mandla,550.97,1151.68,2154,74.3,5.07,4.23,687,23.7,1.62,1.35,60,2.1,0.14,0.12,2901,6.82,5.7
12,1993,6,Madhya Pradesh,Mandla,760.03,1379.96,1799,75.7,4.09,3.21,552,23.2,1.25,0.98,26,1.1,0.06,0.05,2377,5.4,4.24
12,1994,6,Madhya Pradesh,Mandla,786.19,1960.11,2218,78.2,5.05,3.92,564,19.9,1.28,1,54,1.9,0.12,0.1,2836,6.45,5.02
12,1995,6,Madhya Pradesh,Mandla,812.59,1416.59,2218,78.2,5.05,3.92,564,19.9,1.28,1,54,1.9,0.12,0.1,2836,6.46,5.01
12,1996,6,Madhya Pradesh,Mandla,708.77,1212.08,2218,78.2,5.05,3.86,564,19.9,1.28,0.98,54,1.9,0.12,0.09,2836,6.45,4.94
12,1997,6,Madhya Pradesh,Mandla,694.71,1176.71,3050,80,7,5.47,731,19.2,1.68,1.31,32,0.8,0.07,0.06,3813,8.75,6.84
12,1998,6,Madhya Pradesh,Mandla,820.44,1405.94,1808,79.7,9.13,6.89,435,19.2,2.2,1.66,26,1.1,0.13,0.1,2269,11.46,8.65
12,1999,6,Madhya Pradesh,Mandla,697.96,1611.84,2187,75.9,9.7,7.29,624,21.7,2.77,2.08,69,2.4,0.31,0.23,2880,12.77,9.6
12,2000,6,Madhya Pradesh,Mandla,694.14,1202.56,2527,79,12.34,10.37,630,19.7,3.08,2.58,42,1.3,0.21,0.17,3199,15.63,13.12
12,2001,6,Madhya Pradesh,Mandla,761.52,1242.45,2936,77.7,13.47,10.7,716,18.9,3.29,2.61,129,3.4,0.59,0.47,3781,17.35,13.77
12,2002,6,Madhya Pradesh,Mandla,750.74,1054.8,2901,76.2,13.45,10.6,786,20.7,3.65,2.87,119,3.1,0.55,0.43,3806,17.65,13.9
12,2003,6,Madhya Pradesh,Mandla,717.57,1383.94,3398,71.8,15.56,12.09,1160,24.5,5.31,4.13,172,3.6,0.79,0.61,4730,21.66,16.83
12,2004,6,Madhya Pradesh,Mandla,738.5,1129.82,3252,70.5,14.93,11.53,1234,26.7,5.66,4.37,130,2.8,0.6,0.46,4616,21.19,16.36
12,2005,6,Madhya Pradesh,Mandla,729.58,1137.04,3551,82.8,16.21,12.36,674,15.7,3.08,2.35,66,1.5,0.3,0.23,4291,19.59,14.94
12,2006,6,Madhya Pradesh,Mandla,784.93,1530.47,4135,81.6,19.29,14.82,854,16.9,3.98,3.06,78,1.5,0.36,0.28,5067,23.64,18.16
12,2007,6,Madhya Pradesh,Mandla,688.78,1155.83,4575,78.8,21.26,16.17,1181,20.3,5.49,4.18,49,0.8,0.23,0.17,5805,26.97,20.52
12,2008,6,Madhya Pradesh,Mandla,721.85,1384.51,5646,79.2,26.16,19.95,1393,19.5,6.45,4.92,93,1.3,0.43,0.33,7132,33.04,25.2
12,2009,6,Madhya Pradesh,Mandla,675.42,1182.06,5625,74.3,26.89,20.45,1833,24.2,8.76,6.66,111,1.5,0.53,0.4,7569,36.19,27.52
12,2010,6,Madhya Pradesh,Mandla,657.54,1305.73,6807,75.3,30.39,21.95,2067,22.9,9.23,6.67,165,1.8,0.74,0.53,9039,40.36,29.15
12,2011,6,Madhya Pradesh,Mandla,719.02,1519.46,6703,71.6,29.31,20.52,2524,27,11.04,7.73,129,1.4,0.56,0.39,9356,40.91,28.64
12,2012,6,Madhya Pradesh,Mandla,623.08,1513.85,7079,76.8,31.38,22.16,2018,21.9,8.95,6.32,124,1.3,0.55,0.39,9221,40.87,28.87
12,2013,6,Madhya Pradesh,Mandla,779.89,2043.97,7814,74.4,34.4,24.04,2599,24.7,11.44,7.99,94,0.9,0.41,0.29,10507,46.25,32.32
12,2014,6,Madhya Pradesh,Mandla,803.73,1352.94,8948,68.1,39.82,27.4,4042,30.7,17.99,12.38,156,1.2,0.69,0.48,13146,58.5,40.26
12,2015,6,Madhya Pradesh,Mandla,856.83,1342.96,9680,75.2,43.74,30.75,3073,23.9,13.88,9.76,124,1,0.56,0.39,12877,58.18,40.9
13,1990,6,Madhya Pradesh,Sagar,755.31,1751.47,7918,51.4,15.27,13.61,7145,46.4,13.78,12.28,349,2.3,0.67,0.6,15412,29.72,26.49
13,1991,6,Madhya Pradesh,Sagar,605.33,1133.3,7418,46.8,14.35,12.66,8100,51.1,15.66,13.83,329,2.1,0.64,0.56,15847,30.65,27.05
13,1992,6,Madhya Pradesh,Sagar,541.82,1124.4,5554,48.2,10.7,9.31,5804,50.4,11.18,9.73,160,1.4,0.31,0.27,11518,22.19,19.31
13,1993,6,Madhya Pradesh,Sagar,681.97,1180.01,6667,46.3,12.74,10.74,7527,52.3,14.38,12.12,201,1.4,0.38,0.32,14395,27.51,23.18
13,1994,6,Madhya Pradesh,Sagar,765.58,1614.55,5875,48.4,11.31,9.95,5917,48.7,11.39,10.02,347,2.9,0.67,0.59,12139,23.37,20.56
13,1995,6,Madhya Pradesh,Sagar,716.04,1140.02,5875,48.4,11.23,9.26,5917,48.7,11.31,9.33,347,2.9,0.66,0.55,12139,23.2,19.13
13,1996,6,Madhya Pradesh,Sagar,642.35,1149.71,5875,48.4,11.16,8.97,5917,48.7,11.24,9.03,347,2.9,0.66,0.53,12139,23.06,18.53
13,1997,6,Madhya Pradesh,Sagar,669.45,1065.98,8071,44.4,15.23,11.65,9439,51.9,17.81,13.62,660,3.6,1.25,0.95,18170,34.28,26.22
13,1998,6,Madhya Pradesh,Sagar,741.18,1230.51,10324,42,19.41,14.98,13669,55.6,25.69,19.84,606,2.5,1.14,0.88,24599,46.24,35.7
13,1999,6,Madhya Pradesh,Sagar,673.48,1628.66,9388,37.9,17.65,13.85,14205,57.3,26.7,20.96,1191,4.8,2.24,1.76,24784,46.58,36.56
13,2000,6,Madhya Pradesh,Sagar,592.4,967.16,8145,38.7,15.6,12.52,12135,57.7,23.24,18.65,753,3.6,1.44,1.16,21033,40.28,32.32
13,2001,6,Madhya Pradesh,Sagar,677.77,979.95,8251,39.9,15.68,12.19,11901,57.5,22.62,17.59,528,2.6,1,0.78,20680,39.3,30.56
13,2002,6,Madhya Pradesh,Sagar,614.36,851.46,7167,39.5,13.53,10.33,10289,56.7,19.43,14.83,702,3.9,1.33,1.01,18158,34.28,26.18
13,2003,6,Madhya Pradesh,Sagar,615.56,1141.93,8531,44.5,15.98,12.01,9776,51,18.31,13.77,879,4.6,1.65,1.24,19186,35.94,27.02
13,2004,6,Madhya Pradesh,Sagar,743.84,1027.21,10374,45.5,19.28,14.03,11471,50.3,21.32,15.51,968,4.2,1.8,1.31,22813,42.39,30.84
13,2005,6,Madhya Pradesh,Sagar,632.12,717.45,7952,46.8,14.75,11.19,7616,44.8,14.13,10.72,1426,8.4,2.65,2.01,16994,31.53,23.91
13,2006,6,Madhya Pradesh,Sagar,700.3,1255.83,11414,50.2,21.24,15.5,10931,48.1,20.34,14.85,399,1.8,0.74,0.54,22744,42.32,30.89
13,2007,6,Madhya Pradesh,Sagar,617.1,776.03,10482,48.5,19.42,12.94,10786,49.9,19.99,13.31,359,1.7,0.67,0.44,21627,40.08,26.7
13,2008,6,Madhya Pradesh,Sagar,696.84,1076.99,13408,47.1,24.8,16.72,13787,48.4,25.5,17.19,1269,4.5,2.35,1.58,28464,52.64,35.5
13,2009,6,Madhya Pradesh,Sagar,703.46,1118.41,14692,49.8,26.99,17.92,13937,47.2,25.6,17,875,3,1.61,1.07,29504,54.2,35.99
13,2010,6,Madhya Pradesh,Sagar,614.52,911.57,14824,42.5,27.1,17.87,18123,52,33.14,21.84,1919,5.5,3.51,2.31,34866,63.75,42.02
13,2011,6,Madhya Pradesh,Sagar,702.91,1376.57,15258,46.3,27.87,17.41,16619,50.4,30.35,18.96,1086,3.3,1.98,1.24,32963,60.2,37.6
13,2012,6,Madhya Pradesh,Sagar,591.72,1032.87,16692,44.5,30.44,19.39,20275,54.1,36.98,23.56,537,1.4,0.98,0.62,37504,68.4,43.57
13,2013,6,Madhya Pradesh,Sagar,746.97,1902.69,17502,51.9,31.89,19.73,16032,47.5,29.22,18.07,197,0.6,0.36,0.22,33731,61.47,38.02
13,2014,6,Madhya Pradesh,Sagar,752.1,1116.64,16268,55.2,29.68,18.39,12896,43.8,23.53,14.58,291,1,0.53,0.33,29455,53.73,33.3
13,2015,6,Madhya Pradesh,Sagar,719,998.38,18385,51.1,33.59,19.88,16735,46.5,30.57,18.1,833,2.3,1.52,0.9,35953,65.68,38.87
14,1990,6,Madhya Pradesh,Damoh,740.38,1733.11,2413,54.3,8.43,7.49,1981,44.6,6.92,6.15,52,1.2,0.18,0.16,4446,15.54,13.81
14,1991,6,Madhya Pradesh,Damoh,647.65,1126.99,2571,48.7,9.09,8.1,2640,50,9.34,8.31,64,1.2,0.23,0.2,5275,18.66,16.61
14,1992,6,Madhya Pradesh,Damoh,533.93,1052.53,2966,55.2,10.32,8.97,2354,43.8,8.19,7.12,49,0.9,0.17,0.15,5369,18.69,16.23
14,1993,6,Madhya Pradesh,Damoh,670.24,1098.38,2644,50.7,9.03,7.45,2479,47.6,8.46,6.99,88,1.7,0.3,0.25,5211,17.79,14.69
14,1994,6,Madhya Pradesh,Damoh,756.28,1557.49,2630,61.4,9.02,7.46,1613,37.7,5.53,4.58,37,0.9,0.13,0.1,4280,14.67,12.14
14,1995,6,Madhya Pradesh,Damoh,711.75,1080.17,2630,61.4,8.89,7.19,1613,37.7,5.45,4.41,37,0.9,0.13,0.1,4280,14.47,11.7
